Thumbnail URL,Inventory number,Letter,Number,Painting title,Artist's name,Artist dates,Date made,Location,url,Pixel dimensions W x H,File format,Last updated,Notes
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/L-0297-00-000003-web-PYR.tif/full/!500,500/0/default.jpg",L297,L,297.0,Dutch Boats in a Gale ('The Bridgewater Sea Piece'),Joseph Mallord William Turner,1775 - 1851,1801,Room 19,https://www.nationalgallery.org.uk/paintings/joseph-mallord-william-turner-dutch-boats-in-a-gale-the-bridgewater-sea-piece,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/L-0578-00-000002-web-PYR.tif/full/!500,500/0/default.jpg",L578,L,578.0,Scenes from the Life of an Unidentified Bishop Saint,Pieter Aertsen,1507/8 - 1575,about 1560,Not on display,https://www.nationalgallery.org.uk/paintings/pieter-aertsen-scenes-from-the-life-of-an-unidentified-bishop-saint,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/L-0601-00-000003-web-PYR.tif/full/!500,500/0/default.jpg",L601,L,601.0,Saint John the Evangelist,Domenichino,1581 - 1641,late 1620s,Room 32,https://www.nationalgallery.org.uk/paintings/domenichino-saint-john-the-evangelist,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/L-0611-00-000007-web-PYR.tif/full/!500,500/0/default.jpg",L611,L,611.0,Portrait of a Young Man,Titian,active about 1506; died 1576,about 1515-20,Room 8,https://www.nationalgallery.org.uk/paintings/titian-portrait-of-a-young-man,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/L-0658-00-000002-web-PYR.tif/full/!500,500/0/default.jpg",L658,L,658.0,Erasmus,Hans Holbein the Younger,1497/8 - 1543,1523,Room 54,https://www.nationalgallery.org.uk/paintings/hans-holbein-the-younger-erasmus,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/L-0667-00-000004-web-g-PYR.tif/full/!500,500/0/default.jpg",L667,L,667.0,The Abduction of Helen,Master of the Judgement of Paris,active first half of the 15th century,about 1440-50,Room 62,https://www.nationalgallery.org.uk/paintings/master-of-the-judgement-of-paris-the-abduction-of-helen,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/L-0668-00-000004-web-PYR.tif/full/!500,500/0/default.jpg",L668,L,668.0,Adoration of the Shepherds,Niccolò di Pietro Gerini,"documented 1368; died probably 1415, certainly by 1427",1383,Not on display,https://www.nationalgallery.org.uk/paintings/niccolo-di-pietro-gerini-adoration-of-the-shepherds,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/L-0672-00-000002-web-PYR.tif/full/!500,500/0/default.jpg",L672,L,672.0,Portrait of Cezanne,Camille Pissarro,1830 - 1903,1874,Room 44,https://www.nationalgallery.org.uk/paintings/camille-pissarro-portrait-of-cezanne,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/L-0674-00-000004-web-PYR.tif/full/!500,500/0/default.jpg",L674,L,674.0,The Small Meadows in Spring,Alfred Sisley,1839 - 1899,about 1880-1,Not on display,https://www.nationalgallery.org.uk/paintings/alfred-sisley-the-small-meadows-in-spring,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/L-0675-00-000003-web-PYR.tif/full/!500,500/0/default.jpg",L675,L,675.0,Woman with a Cat,Edouard Manet,1832 - 1883,about 1880-2,Room 43,https://www.nationalgallery.org.uk/paintings/edouard-manet-woman-with-a-cat,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/L-0687-00-000003-web-PYR.tif/full/!500,500/0/default.jpg",L687,L,687.0,Two Studies for 'The Three Graces',Louis Anquetin,1861 - 1932,about 1899,Not on display,https://www.nationalgallery.org.uk/paintings/louis-anquetin-two-studies-for-the-three-graces,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/L-0688-00-000003-web-PYR.tif/full/!500,500/0/default.jpg",L688,L,688.0,After the Misdeed,Jean Béraud,1849 - 1936,about 1885 - 90,Not on display,https://www.nationalgallery.org.uk/paintings/jean-beraud-after-the-misdeed,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/L-0689-00-000002-web-PYR.tif/full/!500,500/0/default.jpg",L689,L,689.0,Francis Poictevin,Jacques-Emile Blanche,1861 - 1942,1887,Not on display,https://www.nationalgallery.org.uk/paintings/jacques-emile-blanche-francis-poictevin,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/L-0690-00-000003-web-PYR.tif/full/!500,500/0/default.jpg",L690,L,690.0,Woudrichem,Théophile de Bock,1851 - 1904,probably 1890s,Not on display,https://www.nationalgallery.org.uk/paintings/theophile-de-bock-woudrichem,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/L-0691-00-000003-web-PYR.tif/full/!500,500/0/default.jpg",L691,L,691.0,A Greek Captive,Henriette Browne,1829 - 1901,1863,Not on display,https://www.nationalgallery.org.uk/paintings/henriette-browne-a-greek-captive,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/L-0692-00-000003-web-PYR.tif/full/!500,500/0/default.jpg",L692,L,692.0,Winding Wool,Eugène Carrière,1849 - 1906,1887,Not on display,https://www.nationalgallery.org.uk/paintings/eugene-carriere-winding-wool,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/L-0693-00-000002-web-PYR.tif/full/!500,500/0/default.jpg",L693,L,693.0,Head of a Child,Eugène Carrière,1849 - 1906,about 1891,Not on display,https://www.nationalgallery.org.uk/paintings/eugene-carriere-head-of-a-child,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/L-0694-00-000004-web-PYR.tif/full/!500,500/0/default.jpg",L694,L,694.0,Ulysses after the Shipwreck,Jean-Charles Cazin,1841 - 1901,about 1880-4,Not on display,https://www.nationalgallery.org.uk/paintings/jean-charles-cazin-ulysses-after-the-shipwreck,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/L-0695-00-000004-web-PYR.tif/full/!500,500/0/default.jpg",L695,L,695.0,Evening,Marie Cazin,1845 - 1924,probably about 1884-8,Not on display,https://www.nationalgallery.org.uk/paintings/marie-cazin-evening,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/L-0696-00-000002-web-PYR.tif/full/!500,500/0/default.jpg",L696,L,696.0,Still Life with Water Jug,Paul Cezanne,1839 - 1906,about 1892-3,Room 45,https://www.nationalgallery.org.uk/paintings/paul-cezanne-still-life-with-water-jug,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/L-0697-00-000003-web-PYR.tif/full/!500,500/0/default.jpg",L697,L,697.0,The Avenue at the Jas de Bouffan,Paul Cezanne,1839 - 1906,"1868-70, possibly later",Room 44,https://www.nationalgallery.org.uk/paintings/paul-cezanne-the-avenue-at-the-jas-de-bouffan,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/L-0698-00-000004-web-PYR.tif/full/!500,500/0/default.jpg",L698,L,698.0,Park of Sansac (Indre-et-Loire),Armand Charnay,1844 - 1916,1885,Not on display,https://www.nationalgallery.org.uk/paintings/armand-charnay-park-of-sansac-indre-et-loire,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/L-0699-00-000003-web-PYR.tif/full/!500,500/0/default.jpg",L699,L,699.0,Carlo Pellegrini,Hilaire-Germain-Edgar Degas,1834 - 1917,about 1876-7,Not on display,https://www.nationalgallery.org.uk/paintings/hilaire-germain-edgar-degas-carlo-pellegrini,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/L-0700-00-000003-web-PYR.tif/full/!500,500/0/default.jpg",L700,L,700.0,Head of a Woman,Hilaire-Germain-Edgar Degas,1834 - 1917,about 1874,Not on display,https://www.nationalgallery.org.uk/paintings/hilaire-germain-edgar-degas-head-of-a-woman,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/L-0701-00-000005-web-PYR.tif/full/!500,500/0/default.jpg",L701,L,701.0,Head of a Woman,Hilaire-Germain-Edgar Degas,1834 - 1917,about 1873,Not on display,https://www.nationalgallery.org.uk/paintings/hilaire-germain-edgar-degas-head-of-a-woman-1,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/L-0702-00-000003-web-PYR.tif/full/!500,500/0/default.jpg",L702,L,702.0,Mr and Mrs Edwin Edwards,Ignace-Henri-Théodore Fantin-Latour,1836 - 1904,1875,Not on display,https://www.nationalgallery.org.uk/paintings/ignace-henri-theodore-fantin-latour-mr-and-mrs-edwin-edwards,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/L-0703-00-000002-web-PYR.tif/full/!500,500/0/default.jpg",L703,L,703.0,Roses,Ignace-Henri-Théodore Fantin-Latour,1836 - 1904,1864,Not on display,https://www.nationalgallery.org.uk/paintings/ignace-henri-theodore-fantin-latour-roses,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/L-0704-00-000002-web-PYR.tif/full/!500,500/0/default.jpg",L704,L,704.0,A Plate of Apples,Ignace-Henri-Théodore Fantin-Latour,1836 - 1904,1861,Not on display,https://www.nationalgallery.org.uk/paintings/ignace-henri-theodore-fantin-latour-a-plate-of-apples,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/L-0705-00-000003-web-PYR.tif/full/!500,500/0/default.jpg",L705,L,705.0,The Judgement of Paris,Ignace-Henri-Théodore Fantin-Latour,1836 - 1904,about 1863,Not on display,https://www.nationalgallery.org.uk/paintings/ignace-henri-theodore-fantin-latour-the-judgement-of-paris,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/L-0706-00-000004-web-PYR.tif/full/!500,500/0/default.jpg",L706,L,706.0,Self Portrait,Ignace-Henri-Théodore Fantin-Latour,1836 - 1904,1860,Not on display,https://www.nationalgallery.org.uk/paintings/ignace-henri-theodore-fantin-latour-self-portrait,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/L-0707-00-000003-web-PYR.tif/full/!500,500/0/default.jpg",L707,L,707.0,The Tub,Jean-Louis Forain,1852 - 1931,about 1886-7,Not on display,https://www.nationalgallery.org.uk/paintings/jean-louis-forain-the-tub,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/L-0708-00-000002-web-g-PYR.tif/full/!500,500/0/default.jpg",L708,L,708.0,Faa Iheihe,Paul Gauguin,1848 - 1903,1898,Room 43,https://www.nationalgallery.org.uk/paintings/paul-gauguin-faa-iheihe,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/L-0709-00-000007-web-g-PYR.tif/full/!500,500/0/default.jpg",L709,L,709.0,Harvest: Le Pouldu,Paul Gauguin,1848 - 1903,1890,Room 45,https://www.nationalgallery.org.uk/paintings/paul-gauguin-harvest-le-pouldu,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/L-0710-00-000004-web-PYR.tif/full/!500,500/0/default.jpg",L710,L,710.0,The Boulevard de Clichy under Snow,Norbert Goeneutte,1854 - 1894,1875-6,Not on display,https://www.nationalgallery.org.uk/paintings/norbert-goeneutte-the-boulevard-de-clichy-under-snow,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/L-0711-00-000004-web-PYR.tif/full/!500,500/0/default.jpg",L711,L,711.0,Farms near Auvers,Vincent van Gogh,1853 - 1890,1890,Room 43,https://www.nationalgallery.org.uk/paintings/vincent-van-gogh-farms-near-auvers,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/L-0712-00-000004-web-PYR.tif/full/!500,500/0/default.jpg",L712,L,712.0,Interior,Vilhelm Hammershøi,1864 - 1916,1899,Room 45,https://www.nationalgallery.org.uk/paintings/vilhelm-hammershoi-interior,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/L-0713-00-000008-web-g-PYR.tif/full/!500,500/0/default.jpg",L713,L,713.0,Market at Concarneau,Robert Henri,1865 - 1929,1899,Not on display,https://www.nationalgallery.org.uk/paintings/robert-henri-market-at-concarneau,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/L-0714-00-000002-web-PYR.tif/full/!500,500/0/default.jpg",L714,L,714.0,Memorial Service for Kaiser Friedrich at Kösen,Max Liebermann,1847 - 1935,1888-9,Room 44,https://www.nationalgallery.org.uk/paintings/max-liebermann-memorial-service-for-kaiser-friedrich-at-kosen,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/L-0715-00-000002-web-PYR.tif/full/!500,500/0/default.jpg",L715,L,715.0,Watering Horses,Anton Mauve,1838 - 1888,1871,Not on display,https://www.nationalgallery.org.uk/paintings/anton-mauve-watering-horses,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/L-0716-00-000003-web-PYR.tif/full/!500,500/0/default.jpg",L716,L,716.0,Milking Time,Anton Mauve,1838 - 1888,about 1875,Not on display,https://www.nationalgallery.org.uk/paintings/anton-mauve-milking-time,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/L-0717-00-000012-web-PYR.tif/full/!500,500/0/default.jpg",L717,L,717.0,Poplars on the Epte,Claude Monet,1840 - 1926,1891,Room 46,https://www.nationalgallery.org.uk/paintings/claude-monet-poplars-on-the-epte,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/L-0718-00-000003-web-PYR.tif/full/!500,500/0/default.jpg",L718,L,718.0,Woman Seated on a Bench,Claude Monet,1840 - 1926,1874,Not on display,https://www.nationalgallery.org.uk/paintings/claude-monet-woman-seated-on-a-bench,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/L-0719-00-000003-web-PYR.tif/full/!500,500/0/default.jpg",L719,L,719.0,The Seine at Port-Villez,Claude Monet,1840 - 1926,1894,Not on display,https://www.nationalgallery.org.uk/paintings/claude-monet-the-seine-at-port-villez,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/L-0720-00-000002-web-g-PYR.tif/full/!500,500/0/default.jpg",L720,L,720.0,Girl on a Divan,Berthe Morisot,1841 - 1895,about 1885,Room 41,https://www.nationalgallery.org.uk/paintings/berthe-morisot-girl-on-a-divan,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/L-0721-00-000004-web-g-PYR.tif/full/!500,500/0/default.jpg",L721,L,721.0,A Wool-Carder,Camille Pissarro,1830 - 1903,1880,Not on display,https://www.nationalgallery.org.uk/paintings/camille-pissarro-a-wool-carder,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/L-0722-00-000003-web-PYR.tif/full/!500,500/0/default.jpg",L722,L,722.0,Portrait of Félix Pissarro,Camille Pissarro,1830 - 1903,1881,Not on display,https://www.nationalgallery.org.uk/paintings/camille-pissarro-portrait-of-felix-pissarro,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/L-0723-00-000005-web-PYR.tif/full/!500,500/0/default.jpg",L723,L,723.0,The Little Country Maid,Camille Pissarro,1830 - 1903,1882,Not on display,https://www.nationalgallery.org.uk/paintings/camille-pissarro-the-little-country-maid,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/L-0725-00-000003-web-PYR.tif/full/!500,500/0/default.jpg",L725,L,725.0,Head of a Girl,Pierre-Auguste Renoir,1841 - 1919,1898,Not on display,https://www.nationalgallery.org.uk/paintings/pierre-auguste-renoir-head-of-a-girl,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/L-0726-00-000003-web-PYR.tif/full/!500,500/0/default.jpg",L726,L,726.0,Study of an Old Man,Ilya Repin,1844 - 1930,1878,Not on display,https://www.nationalgallery.org.uk/paintings/ilya-repin-study-of-an-old-man,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/L-0727-00-000003-web-PYR.tif/full/!500,500/0/default.jpg",L727,L,727.0,Clothes on the Grass: Study for 'Bathers at Asnières',Georges Seurat,1859 - 1891,1883,Room 44,https://www.nationalgallery.org.uk/paintings/georges-seurat-clothes-on-the-grass-study-for-bathers-at-asnieres,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/L-0728-00-000007-web-PYR.tif/full/!500,500/0/default.jpg",L728,L,728.0,"Le Bec du Hoc, Grandcamp",Georges Seurat,1859 - 1891,1885,Not on display,https://www.nationalgallery.org.uk/paintings/georges-seurat-le-bec-du-hoc-grandcamp,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/L-0729-00-000003-web-PYR.tif/full/!500,500/0/default.jpg",L729,L,729.0,The Bridge at Sèvres,Alfred Sisley,1839 - 1899,about 1877,Not on display,https://www.nationalgallery.org.uk/paintings/alfred-sisley-the-bridge-at-sevres,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/L-0730-00-000004-web-PYR.tif/full/!500,500/0/default.jpg",L730,L,730.0,The Path to the Old Ferry at By,Alfred Sisley,1839 - 1899,1880,Not on display,https://www.nationalgallery.org.uk/paintings/alfred-sisley-the-path-to-the-old-ferry-at-by,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/L-0731-00-000006-web-PYR.tif/full/!500,500/0/default.jpg",L731,L,731.0,The Two Friends,Henri de Toulouse-Lautrec,1864 - 1901,1894,Not on display,https://www.nationalgallery.org.uk/paintings/henri-de-toulouse-lautrec-the-two-friends,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/L-0732-00-000002-web-PYR.tif/full/!500,500/0/default.jpg",L732,L,732.0,Emile Bernard,Henri de Toulouse-Lautrec,1864 - 1901,1886,Not on display,https://www.nationalgallery.org.uk/paintings/henri-de-toulouse-lautrec-emile-bernard,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/L-0734-00-000003-web-PYR.tif/full/!500,500/0/default.jpg",L734,L,734.0,View of the Harbour at Marseilles,Antoine Vollon,1833 - 1900,about 1882,Not on display,https://www.nationalgallery.org.uk/paintings/antoine-vollon-view-of-the-harbour-at-marseilles,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/L-0772-00-000003-web-PYR.tif/full/!500,500/0/default.jpg",L772,L,772.0,Water-lilies,Claude Monet,1840 - 1926,1917,Room 46,https://www.nationalgallery.org.uk/paintings/claude-monet-water-lilies-1,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/L-0791-00-000004-web-PYR.tif/full/!500,500/0/default.jpg",L791,L,791.0,View of the Gorge at Civita Castellana,Probably by Edouard Bertin,1797 - 1871,1826-7,Room 39,https://www.nationalgallery.org.uk/paintings/probably-by-edouard-bertin-view-of-the-gorge-at-civita-castellana,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/L-0792-00-000004-web-PYR.tif/full/!500,500/0/default.jpg",L792,L,792.0,"Excavation of the Roman Theatre, Orange, France",French(?),,mid-1850s,Room 39,https://www.nationalgallery.org.uk/paintings/french-excavation-of-the-roman-theatre-orange-france,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/L-0793-00-000006-web-PYR.tif/full/!500,500/0/default.jpg",L793,L,793.0,A Rustic House by the Sea,German,,1843,The Ashmolean Museum of Art and Archaeology,https://www.nationalgallery.org.uk/paintings/german-a-rustic-house-by-the-sea,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/L-0796-00-000003-web-PYR.tif/full/!500,500/0/default.jpg",L796,L,796.0,View of Madrid,Probably by Carlos de Haes,1826 - 1898,about 1855-65,The Ashmolean Museum of Art and Archaeology,https://www.nationalgallery.org.uk/paintings/probably-by-carlos-de-haes-view-of-madrid,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/L-0799-00-000006-web-PYR.tif/full/!500,500/0/default.jpg",L799,L,799.0,The Capuchin Convent at Amalfi,Carl Blechen,1798 - 1840,about 1829,Room 39,https://www.nationalgallery.org.uk/paintings/carl-blechen-the-capuchin-convent-at-amalfi,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/L-0800-00-000005-web-PYR.tif/full/!500,500/0/default.jpg",L800,L,800.0,Buildings by a Weir in a Mountainous Valley,Probably by Jean Joseph Xavier Bidauld,1758 - 1846,around 1800,Room 39,https://www.nationalgallery.org.uk/paintings/probably-by-jean-joseph-xavier-bidauld-buildings-by-a-weir-in-a-mountainous-valley,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/L-0801-00-000006-web-PYR.tif/full/!500,500/0/default.jpg",L801,L,801.0,A Cliff Face,Arnold Böcklin,1827 - 1901,about 1850-5,Room 39,https://www.nationalgallery.org.uk/paintings/arnold-bocklin-a-cliff-face,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/L-0802-00-000003-web-PYR.tif/full/!500,500/0/default.jpg",L802,L,802.0,In the Garden,Giovanni Boldini,1842 - 1931,about 1875,The Ashmolean Museum of Art and Archaeology,https://www.nationalgallery.org.uk/paintings/giovanni-boldini-in-the-garden,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/L-0803-00-000004-web-PYR.tif/full/!500,500/0/default.jpg",L803,L,803.0,Distant View of Rome with the Baths of Caracalla,Heinrich Bürkel,1802 - 1869,about 1829,The Ashmolean Museum of Art and Archaeology,https://www.nationalgallery.org.uk/paintings/heinrich-burkel-distant-view-of-rome-with-the-baths-of-caracalla,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/L-0804-00-000003-web-PYR.tif/full/!500,500/0/default.jpg",L804,L,804.0,A Road in the Roman Campagna,Eugène-Ferdinand Buttura,1812 - 1852,about 1840,The Ashmolean Museum of Art and Archaeology,https://www.nationalgallery.org.uk/paintings/eugene-ferdinand-buttura-a-road-in-the-roman-campagna,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/L-0805-00-000003-web-PYR.tif/full/!500,500/0/default.jpg",L805,L,805.0,Ariccia,Giovanni-Battista Camuccini,1819 - 1904,about 1850,The Ashmolean Museum of Art and Archaeology,https://www.nationalgallery.org.uk/paintings/giovanni-battista-camuccini-ariccia,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/L-0806-00-000003-web-PYR.tif/full/!500,500/0/default.jpg",L806,L,806.0,A Fallen Tree Trunk,Giovanni-Battista Camuccini,1819 - 1904,about 1850,Not on display,https://www.nationalgallery.org.uk/paintings/giovanni-battista-camuccini-a-fallen-tree-trunk,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/L-0807-00-000004-web-PYR.tif/full/!500,500/0/default.jpg",L807,L,807.0,Landscape with Trees and Rocks,Giovanni-Battista Camuccini,1819 - 1904,about 1840-1902,Not on display,https://www.nationalgallery.org.uk/paintings/giovanni-battista-camuccini-landscape-with-trees-and-rocks,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/L-0808-00-000006-web-PYR.tif/full/!500,500/0/default.jpg",L808,L,808.0,Sky Study with Birds,Jean-Michel Cels,1819 - 1894,1842,Room 39,https://www.nationalgallery.org.uk/paintings/jean-michel-cels-sky-study-with-birds,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/L-0809-00-000004-web-PYR.tif/full/!500,500/0/default.jpg",L809,L,809.0,The Cascade at Tivoli,Gilles-François-Joseph Closson,1798 - 1842,about 1824-29,Room 39,https://www.nationalgallery.org.uk/paintings/gilles-francois-joseph-closson-the-cascade-at-tivoli,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/L-0810-00-000004-web-PYR.tif/full/!500,500/0/default.jpg",L810,L,810.0,Antique Ruins (the Baths of Caracalla?),Gilles-François-Joseph Closson,1798 - 1842,about 1824-9,The Ashmolean Museum of Art and Archaeology,https://www.nationalgallery.org.uk/paintings/gilles-francois-joseph-closson-antique-ruins-the-baths-of-caracalla,,,,nan
